,availability,location,total_sqft,bath,price,bhk,loction
1557,Ready To Move,Bisuvanahalli,845.0,2.0,34.0,2,Bisuvanahalli
1558,Ready To Move,Bommanahalli,3000.0,8.0,140.0,8,Bommanahalli
1559,Ready To Move,Bommanahalli,520.0,1.0,19.5,1,Bommanahalli
1560,Ready To Move,Bommanahalli,515.0,1.0,25.0,1,Bommanahalli
1561,Ready To Move,Bommanahalli,1090.0,3.0,44.0,2,Bommanahalli
1562,Ready To Move,Bommanahalli,1375.0,3.0,59.0,3,Bommanahalli
1563,18-May,Bommanahalli,1250.0,3.0,55.0,3,Bommanahalli
1564,Ready To Move,Bommanahalli,1850.0,3.0,90.0,3,Bommanahalli
1565,Ready To Move,Bommanahalli,910.0,2.0,45.0,2,Bommanahalli
1566,Ready To Move,Bommanahalli,1050.0,2.0,46.0,2,Bommanahalli
1567,Ready To Move,Bommanahalli,1100.0,1.0,55.0,2,Bommanahalli
1568,18-Jan,Bommanahalli,1300.0,3.0,45.0,3,Bommanahalli
1569,Ready To Move,Bommanahalli,1350.0,2.0,72.0,2,Bommanahalli
1570,Ready To Move,Bommanahalli,2100.0,4.0,85.0,4,Bommanahalli
1571,Ready To Move,Bommanahalli,1307.0,2.0,50.0,2,Bommanahalli
1572,Ready To Move,Bommanahalli,1091.0,2.0,40.0,2,Bommanahalli
1573,Ready To Move,Bommanahalli,1160.0,2.0,53.0,2,Bommanahalli
1574,Ready To Move,Bommanahalli,1050.0,2.0,54.0,2,Bommanahalli
1575,18-Jun,Bommasandra,1260.0,3.0,49.36,3,Bommasandra
1576,Ready To Move,Bommasandra,1200.0,3.0,46.0,3,Bommasandra
1577,18-Jun,Bommasandra,1035.0,2.0,41.0,2,Bommasandra
1578,18-May,Bommasandra,1035.0,2.0,41.73,2,Bommasandra
1579,Ready To Move,Bommasandra,1034.0,2.0,40.0,2,Bommasandra
1580,Ready To Move,Bommasandra,877.0,2.0,30.0,2,Bommasandra
1581,18-May,Bommasandra,920.0,2.0,37.46,2,Bommasandra
1582,18-May,Bommasandra,1035.0,2.0,41.43,2,Bommasandra
1583,18-May,Bommasandra,1295.0,2.0,50.28,3,Bommasandra
1585,18-Jun,Bommasandra,1015.0,2.0,40.0,2,Bommasandra
1586,Ready To Move,Bommasandra,1000.0,2.0,35.0,2,Bommasandra
1587,18-Mar,Bommasandra,955.0,2.0,35.28,2,Bommasandra
1588,18-Jun,Bommasandra,1005.0,2.0,39.77,2,Bommasandra
1589,Ready To Move,Bommasandra,1014.0,2.0,35.0,2,Bommasandra
1590,18-Jun,Bommasandra,1020.0,2.0,40.89,2,Bommasandra
1591,18-May,Bommasandra,920.0,2.0,37.2,2,Bommasandra
1592,Ready To Move,Bommasandra,800.0,1.0,32.0,2,Bommasandra
1593,18-May,Bommasandra,1280.0,3.0,50.0,3,Bommasandra
1594,17-Sep,Bommasandra,1942.0,3.0,90.0,3,Bommasandra
1595,18-Aug,Bommasandra,1127.0,2.0,45.0,2,Bommasandra
1597,Ready To Move,Bommasandra,877.0,2.0,29.0,2,Bommasandra
1598,18-Jun,Bommasandra,1365.0,3.0,52.81,3,Bommasandra
1599,Ready To Move,Bommasandra,842.0,2.0,30.0,2,Bommasandra
1600,18-May,Bommasandra,1260.0,3.0,49.36,3,Bommasandra
1601,18-May,Bommasandra,1365.0,3.0,52.82,3,Bommasandra
1602,18-May,Bommasandra,955.0,2.0,37.97,2,Bommasandra
1603,Ready To Move,Bommasandra,1089.0,2.0,40.0,2,Bommasandra
1604,18-May,Bommasandra,1365.0,3.0,53.96,3,Bommasandra
1605,18-Aug,Bommasandra Industrial Area,1090.0,2.0,31.48,2,Bommasandra Industrial Area
1607,18-Dec,Bommasandra Industrial Area,1400.0,2.0,40.44,3,Bommasandra Industrial Area
1608,18-Dec,Bommasandra Industrial Area,1320.0,2.0,38.13,3,Bommasandra Industrial Area
1610,18-Jul,Bommasandra Industrial Area,1020.0,2.0,29.45,2,Bommasandra Industrial Area
1611,18-Dec,Bommasandra Industrial Area,1165.0,2.0,33.64,2,Bommasandra Industrial Area
1612,18-Jul,Bommasandra Industrial Area,1090.0,2.0,31.48,2,Bommasandra Industrial Area
1614,18-Aug,Bommasandra Industrial Area,1000.0,2.0,28.88,2,Bommasandra Industrial Area
1615,18-Aug,Bommasandra Industrial Area,1020.0,2.0,29.45,2,Bommasandra Industrial Area
1616,18-Dec,Bommasandra Industrial Area,1160.0,2.0,33.51,2,Bommasandra Industrial Area
1617,18-Jul,Bommasandra Industrial Area,1125.0,2.0,32.49,2,Bommasandra Industrial Area
1620,18-Aug,Bommasandra Industrial Area,1125.0,2.0,32.49,2,Bommasandra Industrial Area
1621,18-Aug,Bommasandra Industrial Area,1130.0,2.0,32.64,2,Bommasandra Industrial Area
1622,18-Dec,Bommasandra Industrial Area,1065.0,2.0,30.75,2,Bommasandra Industrial Area
1623,Ready To Move,Bommenahalli,1200.0,3.0,125.0,3,Bommenahalli
1624,Ready To Move,Bommenahalli,1632.0,3.0,145.0,4,Bommenahalli
1625,Ready To Move,Bommenahalli,1670.0,3.0,135.0,4,Bommenahalli
1626,Ready To Move,Bommenahalli,1680.0,3.0,135.0,4,Bommenahalli
1627,Ready To Move,Bommenahalli,1632.0,3.0,128.0,4,Bommenahalli
1628,Ready To Move,Bommenahalli,3339.0,3.0,250.0,3,Bommenahalli
1629,Ready To Move,Bommenahalli,1355.0,3.0,135.0,4,Bommenahalli
1630,Ready To Move,Bommenahalli,1232.0,3.0,96.0,3,Bommenahalli
1631,Ready To Move,Bommenahalli,1632.0,3.0,140.0,4,Bommenahalli
1632,Ready To Move,Brindavan Layout,2200.0,2.0,150.0,4,other
1633,18-May,Brindavan Layout,1100.0,2.0,38.68,2,other
1634,Ready To Move,Brindavan Nagar,1520.0,3.0,111.0,3,other
1635,Ready To Move,Brindavan Nagar,1280.0,2.0,90.0,2,other
1636,Ready To Move,Brooke Bond First Cross,1275.0,2.0,69.0,2,other
1637,Ready To Move,Brooke Bond First Cross,1721.0,3.0,93.0,3,other
1638,Ready To Move,Brooke Bond First Cross,1720.0,3.0,95.0,3,other
1639,Ready To Move,Brookefield,1150.0,2.0,69.0,2,Brookefield
1640,Ready To Move,Brookefield,1142.0,2.0,70.0,2,Brookefield
1641,Ready To Move,Brookefield,1440.0,2.0,68.0,3,Brookefield
1642,Ready To Move,Brookefield,2169.0,4.0,115.0,3,Brookefield
1643,Ready To Move,Brookefield,1595.0,3.0,88.0,3,Brookefield
1644,Ready To Move,Brookefield,2800.0,4.0,240.0,4,Brookefield
1645,Ready To Move,Brookefield,1476.0,3.0,105.0,3,Brookefield
1646,Ready To Move,Brookefield,1700.0,4.0,152.0,4,Brookefield
1647,Ready To Move,Brookefield,1262.0,2.0,75.0,2,Brookefield
1648,Ready To Move,Brookefield,1139.0,2.0,80.0,2,Brookefield
1649,Ready To Move,Brookefield,1125.0,2.0,70.0,2,Brookefield
1650,Ready To Move,Brookefield,1420.0,3.0,85.0,3,Brookefield
1651,Ready To Move,Brookefield,3532.0,3.0,170.0,4,Brookefield
1652,Ready To Move,Brookefield,941.0,2.0,48.0,2,Brookefield
1653,Ready To Move,Brookefield,1595.0,2.0,75.0,3,Brookefield
1654,Ready To Move,Brookefield,1410.0,2.0,80.0,3,Brookefield
1655,Ready To Move,Brookefield,1100.0,2.0,55.0,2,Brookefield
1656,Ready To Move,Brookefield,2400.0,3.0,140.0,4,Brookefield
1657,Ready To Move,Brookefield,1225.0,2.0,66.5,2,Brookefield
1658,Ready To Move,Brookefield,1950.0,6.0,175.0,5,Brookefield
1659,Ready To Move,Brookefield,1080.0,2.0,50.0,2,Brookefield
1660,Ready To Move,Brookefield,1230.0,2.0,55.0,2,Brookefield
1661,Ready To Move,Brookefield,1200.0,2.0,75.0,2,Brookefield
1662,Ready To Move,Brookefield,1089.0,2.0,49.0,2,Brookefield
1663,Ready To Move,Brookefield,1130.0,2.0,56.0,2,Brookefield
1664,Ready To Move,Brookefield,1270.0,2.0,95.0,2,Brookefield
1665,Ready To Move,Brookefield,1706.0,3.0,115.0,3,Brookefield
1666,Ready To Move,Brookefield,1389.0,2.0,94.0,2,Brookefield
1667,Ready To Move,Brookefield,1750.0,2.0,75.0,3,Brookefield
1668,Ready To Move,Brookefield,1225.0,2.0,72.0,2,Brookefield
1669,Ready To Move,Brookefield,3675.0,4.0,176.0,4,Brookefield
1670,Ready To Move,Brookefield,1746.0,3.0,115.0,3,Brookefield
1671,Ready To Move,Brookefield,1518.0,3.0,80.0,3,Brookefield
1672,Ready To Move,Brookefield,1560.0,3.0,149.0,4,Brookefield
1673,Ready To Move,Brookefield,1589.0,3.0,74.0,3,Brookefield
1674,Ready To Move,Brookefield,1382.0,2.0,84.5,2,Brookefield
1675,Ready To Move,Brookefield,1260.0,2.0,70.0,2,Brookefield
1676,Ready To Move,Brookefield,1206.0,2.0,90.0,2,Brookefield
1677,Ready To Move,Brookefield,3050.0,4.0,130.0,4,Brookefield
1678,Ready To Move,Brookefield,1594.0,3.0,140.0,3,Brookefield
1679,Ready To Move,Budigere,1153.0,2.0,56.4,2,Budigere
1680,Ready To Move,Budigere,1162.0,2.0,59.9,2,Budigere
1681,Ready To Move,Budigere,1991.0,4.0,103.0,3,Budigere
1682,Ready To Move,Budigere,1153.0,2.0,57.0,2,Budigere
1683,Ready To Move,Budigere,1162.0,2.0,57.0,2,Budigere
1684,Ready To Move,Budigere,1139.0,2.0,62.0,2,Budigere
1685,Ready To Move,Budigere,1139.0,2.0,56.8,2,Budigere
1686,Ready To Move,Budigere,1139.0,2.0,56.85,2,Budigere
1689,Ready To Move,Budigere,664.0,1.0,35.0,1,Budigere
1690,Ready To Move,Budigere,1820.0,3.0,93.0,3,Budigere
1691,Ready To Move,Budigere,1636.0,3.0,85.0,3,Budigere
1692,Ready To Move,Budigere,1444.0,2.0,70.0,2,Budigere
1694,Ready To Move,Budigere,1139.0,2.0,60.0,2,Budigere
1696,Ready To Move,Budigere,1820.0,3.0,93.0,3,Budigere
1698,Ready To Move,Budigere,1162.0,2.0,58.0,2,Budigere
1699,Ready To Move,Budigere,1636.0,3.0,85.0,3,Budigere
1700,Ready To Move,Budigere,1636.0,3.0,92.0,3,Budigere
1701,Ready To Move,Budigere,1087.0,2.0,54.3,2,Budigere
1703,Ready To Move,Budigere,1149.0,2.0,65.0,2,Budigere
1704,Ready To Move,Budigere,664.0,1.0,35.4,1,Budigere
1705,Ready To Move,Budigere,1153.0,2.0,56.7,2,Budigere
1707,Ready To Move,Budigere,1139.0,2.0,56.5,2,Budigere
1708,Ready To Move,Budigere,1636.0,3.0,83.0,3,Budigere
1709,Ready To Move,Budigere,664.0,1.0,34.0,1,Budigere
1711,Ready To Move,Budigere,1162.0,2.0,58.0,2,Budigere
1712,Ready To Move,Budigere,1153.0,2.0,60.0,2,Budigere
1713,Ready To Move,Budigere,1820.0,3.0,99.0,3,Budigere
1714,20-Jun,Budigere,1172.0,2.0,56.725,2,Budigere
1717,Ready To Move,Budigere,1820.0,3.0,95.0,3,Budigere
1719,Ready To Move,Budigere,1820.0,3.0,95.5,3,Budigere
1720,Ready To Move,Budigere,1153.0,2.0,56.0,2,Budigere
1721,20-Jun,Budigere,705.0,1.0,34.545,1,Budigere
1722,Ready To Move,Budigere,1153.0,2.0,56.5,2,Budigere
1723,Ready To Move,Budigere,1153.0,2.0,58.0,2,Budigere
1724,Ready To Move,Budigere,1636.0,3.0,88.0,3,Budigere
1725,Ready To Move,Budigere,1153.0,2.0,56.55,2,Budigere
1726,Ready To Move,Budigere,1153.0,2.0,56.5,2,Budigere
1727,Ready To Move,Budigere,1153.0,2.0,60.0,2,Budigere
1728,Ready To Move,Byadarahalli,3155.0,4.0,370.0,3,other
1729,Ready To Move,Byadarahalli,3500.0,3.0,425.0,4,other
1730,Ready To Move,Byagadadhenahalli,620.0,2.0,22.0,2,other
1731,Ready To Move,Byagadadhenahalli,620.0,2.0,23.0,2,other
1732,Ready To Move,Byagadadhenahalli,620.0,2.0,23.0,2,other
1733,Ready To Move,Byatarayanapura,1413.0,2.0,75.0,3,other
1734,Ready To Move,Byatarayanapura,1325.0,2.0,90.0,3,other
1735,Ready To Move,Byatarayanapura,540.0,1.0,36.0,1,other
1736,Ready To Move,Byatarayanapura,2631.0,3.0,200.0,4,other
1737,18-Aug,Byatarayanapura,650.0,1.0,50.0,1,other
1738,Ready To Move,Byatarayanapura,1300.0,2.0,63.0,2,other
1739,Ready To Move,Byrasandra,1455.0,2.0,56.0,3,other
1740,Ready To Move,Byrasandra,1140.0,2.0,60.0,2,other
1741,Ready To Move,Byrasandra,1100.0,2.0,55.0,2,other
1742,Ready To Move,Byrasandra,1250.0,2.0,65.0,2,other
1743,Ready To Move,Byrathi Village,1600.0,4.0,120.0,3,other
1744,Ready To Move,CQAL Layout,3811.0,3.0,475.0,4,other
1746,Ready To Move,CV Raman Nagar,1120.0,2.0,55.0,2,CV Raman Nagar
1747,Ready To Move,CV Raman Nagar,1070.0,2.0,55.0,2,CV Raman Nagar
1748,Ready To Move,CV Raman Nagar,740.0,2.0,37.0,2,CV Raman Nagar
1749,Ready To Move,CV Raman Nagar,1028.0,2.0,49.0,2,CV Raman Nagar
1750,Ready To Move,CV Raman Nagar,1392.0,2.0,98.0,2,CV Raman Nagar
1751,Ready To Move,CV Raman Nagar,1070.0,2.0,47.5,2,CV Raman Nagar
1752,Ready To Move,CV Raman Nagar,1825.0,3.0,126.0,3,CV Raman Nagar
1753,Ready To Move,CV Raman Nagar,1025.0,2.0,50.0,2,CV Raman Nagar
1755,Ready To Move,CV Raman Nagar,1198.0,2.0,60.0,2,CV Raman Nagar
1756,Ready To Move,CV Raman Nagar,1560.0,2.0,85.0,2,CV Raman Nagar
1757,Ready To Move,CV Raman Nagar,1590.0,2.0,85.0,3,CV Raman Nagar
1758,Ready To Move,CV Raman Nagar,1100.0,2.0,58.0,2,CV Raman Nagar
1759,Ready To Move,CV Raman Nagar,1051.0,2.0,61.0,2,CV Raman Nagar
1761,Ready To Move,CV Raman Nagar,1020.0,2.0,55.0,2,CV Raman Nagar
1762,Ready To Move,CV Raman Nagar,1285.0,2.0,65.0,2,CV Raman Nagar
1763,Ready To Move,CV Raman Nagar,1040.0,2.0,50.0,2,CV Raman Nagar
1764,18-Jul,CV Raman Nagar,1392.0,2.0,95.0,2,CV Raman Nagar
1765,Ready To Move,CV Raman Nagar,705.0,2.0,50.0,1,CV Raman Nagar
1766,Ready To Move,CV Raman Nagar,1125.0,2.0,46.0,2,CV Raman Nagar
1767,Ready To Move,CV Raman Nagar,1400.0,2.0,78.0,3,CV Raman Nagar
1768,Ready To Move,CV Raman Nagar,1400.0,2.0,78.0,3,CV Raman Nagar
1769,Ready To Move,CV Raman Nagar,907.0,2.0,38.0,2,CV Raman Nagar
1771,Ready To Move,CV Raman Nagar,1310.0,2.0,62.0,2,CV Raman Nagar
1772,Ready To Move,Cambridge Layout,2400.0,3.0,260.0,3,other
1773,Ready To Move,Cambridge Layout,1600.0,3.0,165.0,4,other
1774,Ready To Move,Cambridge Layout,1950.0,3.0,230.0,3,other
1775,Ready To Move,Cambridge Layout,1756.0,3.0,307.0,3,other
1776,Ready To Move,Cambridge Layout,1669.0,3.0,298.0,3,other
1777,Ready To Move,Cambridge Layout,2098.0,3.0,210.0,3,other
1778,Ready To Move,Canara Bank Colony,1000.0,2.0,45.0,2,other
1779,Ready To Move,Canara Bank Colony,900.0,2.0,35.0,2,other
1780,Ready To Move,Canara Bank Colony,1600.0,2.0,90.0,3,other
1781,Ready To Move,Canara Bank Layout,1600.0,3.0,90.0,3,other
1782,Ready To Move,Canara Bank Layout,1450.0,3.0,65.0,3,other
1783,Ready To Move,Carmelaram,1732.5,3.0,91.855,3,other
1784,Ready To Move,Carmelaram,1770.0,3.0,99.0,3,other
1785,Ready To Move,Celebrity Paradise Layout,532.0,1.0,22.49,1,other
1786,Ready To Move,Challaghatta,1639.0,3.0,123.0,3,other
1787,Ready To Move,Chamrajpet,1475.0,2.0,120.0,3,Chamrajpet
1788,Ready To Move,Chamrajpet,1900.0,2.0,170.0,4,Chamrajpet
1789,Ready To Move,Chamrajpet,1350.0,2.0,180.0,2,Chamrajpet
1790,Ready To Move,Chamrajpet,1050.0,2.0,162.0,2,Chamrajpet
1791,Ready To Move,Chamrajpet,1660.4,4.0,211.0,4,Chamrajpet
1792,Ready To Move,Chamrajpet,505.0,1.0,85.0,1,Chamrajpet
1793,Ready To Move,Chamrajpet,1565.0,3.0,98.91,3,Chamrajpet
1794,Ready To Move,Chamrajpet,730.0,1.0,52.0,2,Chamrajpet
1795,Ready To Move,Chamrajpet,650.0,1.0,40.0,2,Chamrajpet
1796,Ready To Move,Chamrajpet,650.0,2.0,45.0,2,Chamrajpet
1797,Ready To Move,Chamrajpet,1650.0,3.0,115.0,3,Chamrajpet
1798,Ready To Move,Chamundi Nagar,2800.0,7.0,250.0,7,other
1799,Ready To Move,Chandapura,650.0,1.0,17.0,2,Chandapura
1800,18-Aug,Chandapura,645.0,1.0,16.45,1,Chandapura
1801,18-Sep,Chandapura,645.0,1.0,16.45,1,Chandapura
1802,Ready To Move,Chandapura,800.0,1.0,20.0,2,Chandapura
1803,18-Jul,Chandapura,1015.0,2.0,25.88,2,Chandapura
1804,18-Mar,Chandapura,530.0,1.0,11.66,1,Chandapura
1805,Ready To Move,Chandapura,1208.0,3.0,45.0,3,Chandapura
1806,18-May,Chandapura,1190.0,2.0,30.35,3,Chandapura
1807,Ready To Move,Chandapura,1200.0,2.0,32.0,2,Chandapura
1808,18-Aug,Chandapura,1025.0,2.0,27.68,2,Chandapura
1809,18-Jun,Chandapura,582.5,1.0,15.135,1,Chandapura
1810,18-Sep,Chandapura,1015.0,2.0,25.88,2,Chandapura
1811,18-Oct,Chandapura,1305.0,3.0,33.28,3,Chandapura
1812,Ready To Move,Chandapura,1065.0,2.0,33.0,3,Chandapura
1813,Ready To Move,Chandapura,850.0,1.0,18.5,2,Chandapura
1814,Ready To Move,Chandapura,1201.0,2.0,27.0,2,Chandapura
1815,18-Dec,Chandapura,850.0,2.0,25.4,2,Chandapura
1816,18-Dec,Chandapura,590.0,1.0,13.57,1,Chandapura
1817,18-Aug,Chandapura,645.0,1.0,16.45,1,Chandapura
1818,18-Aug,Chandapura,630.0,1.0,13.86,1,Chandapura
1819,18-Jul,Chandapura,1185.0,2.0,30.22,3,Chandapura
1820,18-Aug,Chandapura,1015.0,2.0,25.88,2,Chandapura
1821,Ready To Move,Chandapura,1107.0,2.0,43.0,3,Chandapura
1822,19-Sep,Chandapura,520.0,1.0,14.04,1,Chandapura
1823,18-Nov,Chandapura,1200.0,1.0,36.0,2,Chandapura
1824,18-Aug,Chandapura,975.0,2.0,24.86,2,Chandapura
1825,18-Jul,Chandapura,645.0,1.0,16.45,1,Chandapura
1826,18-Sep,Chandapura,985.0,2.0,25.12,2,Chandapura
1827,18-Jul,Chandapura,645.0,1.0,16.45,1,Chandapura
1828,18-Aug,Chandapura,975.0,2.0,24.86,2,Chandapura
1829,Ready To Move,Chandapura,700.0,1.0,19.0,2,Chandapura
1830,18-Aug,Chandapura,1190.0,2.0,30.35,3,Chandapura
1831,Ready To Move,Chandapura,1095.0,2.0,32.0,3,Chandapura
1832,Ready To Move,Chandapura,1891.0,2.0,66.165,4,Chandapura
1833,Ready To Move,Chandapura,1208.51,3.0,42.0,3,Chandapura
1834,Ready To Move,Chandapura,876.0,2.0,29.5,2,Chandapura
1835,18-Sep,Chandapura,645.0,1.0,16.45,1,Chandapura
1836,Ready To Move,Chandapura,1505.0,2.0,42.0,3,Chandapura
1837,18-Jun,Chandapura,1162.5,2.0,30.215,3,Chandapura
1838,18-Sep,Chandapura,645.0,1.0,16.45,1,Chandapura
1839,18-Dec,Chandapura,937.0,2.0,30.0,2,Chandapura
1840,19-Dec,Chandapura,1025.0,2.0,27.68,2,Chandapura
1841,18-May,Chandapura,975.0,2.0,24.86,2,Chandapura
1842,Ready To Move,Chandapura,800.0,2.0,25.0,2,Chandapura
1843,18-Sep,Chandapura,645.0,1.0,16.45,1,Chandapura
1844,19-Feb,Chandapura,778.0,2.0,25.29,2,Chandapura
1845,18-Sep,Chandapura,1230.0,2.0,31.37,3,Chandapura
1846,18-Aug,Chandapura,950.0,2.0,25.65,2,Chandapura
1847,18-Nov,Chandapura,1200.0,2.0,36.0,2,Chandapura
1848,18-Sep,Chandapura,645.0,1.0,16.45,1,Chandapura
1849,Ready To Move,Chandapura,922.0,2.0,36.0,2,Chandapura
1850,19-Dec,Chandapura,1110.0,2.0,29.97,3,Chandapura
1851,18-Dec,Chandapura,674.0,1.0,19.9,2,Chandapura
1852,19-Jan,Chandapura,1225.0,3.0,33.08,3,Chandapura
1853,18-Jul,Chandapura,1305.0,3.0,33.28,3,Chandapura
1854,18-Sep,Chandapura,1230.0,2.0,31.37,3,Chandapura
1855,19-Jan,Chandapura,1110.0,2.0,29.97,3,Chandapura
1856,18-Sep,Chandapura,985.0,2.0,25.12,2,Chandapura
1857,Ready To Move,Chandapura,750.0,1.0,18.5,2,Chandapura
1858,18-Aug,Chandapura,1025.0,2.0,27.68,2,Chandapura
1859,18-Sep,Chandapura,1190.0,2.0,30.35,3,Chandapura
1860,18-Sep,Chandapura,1015.0,2.0,25.88,2,Chandapura
1861,Ready To Move,Chandapura,1345.0,2.0,39.5,3,Chandapura
1862,19-Nov,Chandapura,1033.0,2.0,30.47,3,Chandapura
1863,Ready To Move,Chandapura,971.0,2.0,38.0,3,Chandapura
1864,18-Dec,Chandapura,1015.0,2.0,25.88,2,Chandapura
1865,Ready To Move,Chandapura,800.0,1.0,30.0,2,Chandapura
1866,18-Jul,Chandapura,1185.0,2.0,30.22,3,Chandapura
1867,Ready To Move,Chandapura,900.0,2.0,35.0,2,Chandapura
1868,18-Aug,Chandapura,975.0,2.0,24.86,2,Chandapura
1869,19-Sep,Chandapura,520.0,1.0,14.04,1,Chandapura
1870,18-Sep,Chandapura,1230.0,2.0,31.37,3,Chandapura
1871,18-Sep,Chandapura,1305.0,3.0,33.28,3,Chandapura
1872,Ready To Move,Chandapura,1323.0,2.0,42.0,3,Chandapura
1873,Ready To Move,Chandapura,410.0,1.0,10.0,1,Chandapura
1874,18-Aug,Chandapura,985.0,2.0,25.12,2,Chandapura
1875,18-Aug,Chandapura,645.0,1.0,16.45,1,Chandapura
1876,18-Jul,Chandapura,645.0,1.0,16.45,1,Chandapura
1877,18-Nov,Chandapura,1200.0,2.0,36.0,2,Chandapura
1878,Ready To Move,Chandapura,740.0,1.0,22.0,2,Chandapura
1879,20-Dec,Chandapura,876.0,2.0,28.47,2,Chandapura
1880,Ready To Move,Chandapura,1095.0,2.0,28.0,3,Chandapura
1881,18-Aug,Chandapura,520.0,1.0,14.04,1,Chandapura
1882,19-Jan,Chandra Layout,1260.0,2.0,85.05,3,other
1883,Ready To Move,Chandra Layout,890.0,1.0,75.0,1,other
1884,Ready To Move,Chandra Layout,1600.0,3.0,130.0,3,other
1885,19-Jan,Chandra Layout,1260.0,2.0,85.05,3,other
1886,Ready To Move,Chandra Layout,1200.0,2.0,190.0,3,other
1887,Ready To Move,Channasandra,1340.0,2.0,48.33,3,Channasandra
1888,17-Nov,Channasandra,1009.0,2.0,38.34,2,Channasandra
1889,Ready To Move,Channasandra,1065.0,2.0,35.0,2,Channasandra
1890,Ready To Move,Channasandra,1470.0,2.0,90.0,3,Channasandra
1891,Ready To Move,Channasandra,1115.0,2.0,33.45,2,Channasandra
1892,Ready To Move,Channasandra,1030.0,2.0,34.5,2,Channasandra
1893,Ready To Move,Channasandra,4200.0,6.0,180.0,6,Channasandra
1894,Ready To Move,Channasandra,1115.0,2.0,40.0,2,Channasandra
1895,18-Jun,Channasandra,1200.0,3.0,67.77,3,Channasandra
1896,Ready To Move,Channasandra,1104.0,2.0,35.5,2,Channasandra
1897,Ready To Move,Channasandra,1160.0,2.0,55.0,2,Channasandra
1898,18-Aug,Channasandra,1050.0,2.0,41.0,2,Channasandra
1899,17-Jul,Channasandra,1065.0,2.0,40.47,2,Channasandra
1900,Ready To Move,Channasandra,1310.0,2.0,45.0,3,Channasandra
1901,Ready To Move,Channasandra,1070.0,2.0,38.0,2,Channasandra
1902,Ready To Move,Channasandra,1050.0,2.0,35.0,2,Channasandra
1903,Ready To Move,Channasandra,1093.0,2.0,34.0,2,Channasandra
1904,Ready To Move,Channasandra,808.0,2.0,40.0,2,Channasandra
1905,Ready To Move,Channasandra,1010.0,2.0,36.0,2,Channasandra
1906,Ready To Move,Channasandra,1123.0,2.0,36.0,2,Channasandra
1907,18-Apr,Channasandra,1000.0,2.0,35.0,2,Channasandra
1908,18-Aug,Channasandra,1500.0,4.0,89.45,4,Channasandra
1909,18-Aug,Channasandra,1330.0,2.0,51.83,3,Channasandra
1910,Ready To Move,Channasandra,1093.0,2.0,37.0,2,Channasandra
1911,Ready To Move,Channasandra,1115.0,2.0,35.8,2,Channasandra
1912,18-Jul,Channasandra,1500.0,3.0,61.95,3,Channasandra
1913,Ready To Move,Channasandra,1800.0,3.0,60.0,3,Channasandra
1914,18-Dec,Channasandra,830.0,2.0,36.28,2,Channasandra
1915,18-Nov,Channasandra,1200.0,3.0,67.77,3,Channasandra
1916,Ready To Move,Channasandra,1195.0,2.0,56.0,3,Channasandra
1917,Ready To Move,Channasandra,1175.0,2.0,38.0,2,Channasandra
1918,18-Apr,Channasandra,1200.0,2.0,46.13,2,Channasandra
1919,Ready To Move,Channasandra,1065.0,2.0,36.0,2,Channasandra
1920,18-Dec,Channasandra,1050.0,2.0,44.41,2,Channasandra
1921,Ready To Move,Channasandra,1010.0,2.0,32.0,2,Channasandra
1922,Ready To Move,Channasandra Layout,1210.0,2.0,40.0,2,other
1923,Ready To Move,Channasandra Layout,1535.0,3.0,55.0,3,other
1924,Ready To Move,Channasandra Layout,1115.0,2.0,50.0,2,other
1925,Ready To Move,Channasandra Layout,3100.0,6.0,165.0,5,other
1926,Ready To Move,Channasandra Layout,1563.0,2.0,52.0,3,other
1927,Ready To Move,Chelekare,1180.0,2.0,40.0,2,other
1928,Ready To Move,Chelekare,2400.0,6.0,98.0,6,other
1929,Ready To Move,Chelekare,1250.0,2.0,62.4,2,other
1930,Ready To Move,Chelekare,1000.0,2.0,45.0,2,other
1931,18-Oct,Chennammana Kere,1115.0,2.0,56.87,2,other
1932,18-Oct,Chennammana Kere,1465.0,2.0,74.72,3,other
1933,18-Oct,Chennammana Kere,1100.0,2.0,56.1,2,other
1934,18-Oct,Chennammana Kere,1145.0,2.0,58.4,2,other
1935,18-Dec,Chennammana Kere,1095.0,2.0,55.85,2,other
1936,18-Oct,Chennammana Kere,1035.0,2.0,52.79,2,other
1937,18-Oct,Chennammana Kere,1480.0,3.0,75.48,3,other
1938,18-Oct,Chennammana Kere,1705.0,2.0,86.96,3,other
1939,Ready To Move,Chennammanakere Achukattu,1260.0,2.0,75.0,2,other
1940,Ready To Move,Chennappa Layout,1080.0,2.0,44.8,2,other
1941,Ready To Move,Chennappa Layout,1050.0,2.0,45.0,2,other
1942,Ready To Move,Chennappa Layout,1220.0,2.0,52.0,2,other
1943,Ready To Move,Chikka Banaswadi,1093.0,2.0,65.0,2,other
1944,Ready To Move,Chikka Banaswadi,1250.0,2.0,75.0,2,other
1945,Ready To Move,Chikka Tirupathi,2600.0,5.0,120.0,4,Chikka Tirupathi
1946,Ready To Move,Chikka Tirupathi,2325.0,4.0,120.0,4,Chikka Tirupathi
1947,Ready To Move,Chikka Tirupathi,1808.0,4.0,80.27,3,Chikka Tirupathi
1948,18-May,Chikka Tirupathi,3297.0,3.0,135.0,3,Chikka Tirupathi
